Timestamp,Total_Cars,Grid_Density
Fri Apr  3 19:41:48 2026,8555,9.0
Fri Apr  3 19:41:48 2026,8564,9.0
Fri Apr  3 19:41:48 2026,8573,9.0
Fri Apr  3 19:41:49 2026,8582,9.0
Fri Apr  3 19:41:49 2026,8591,9.0
Fri Apr  3 19:41:49 2026,8600,9.0
Fri Apr  3 19:41:49 2026,8609,9.0
Fri Apr  3 19:41:49 2026,8618,9.0
Fri Apr  3 19:41:49 2026,8627,9.0
Fri Apr  3 19:41:49 2026,8636,9.0
Fri Apr  3 19:41:49 2026,8645,9.0
Fri Apr  3 19:41:49 2026,8654,9.0
Fri Apr  3 19:41:50 2026,8662,8.0
Fri Apr  3 19:41:50 2026,8670,8.0
Fri Apr  3 19:41:50 2026,8679,9.0
Fri Apr  3 19:41:50 2026,8687,8.0
Fri Apr  3 19:41:50 2026,8697,10.0
Fri Apr  3 19:41:50 2026,8706,9.0
Fri Apr  3 19:41:50 2026,8715,9.0
Fri Apr  3 19:41:50 2026,8725,10.0
Fri Apr  3 19:41:50 2026,8735,10.0
Fri Apr  3 19:41:51 2026,8745,10.0
Fri Apr  3 19:41:51 2026,8755,10.0
Fri Apr  3 19:41:51 2026,8764,9.0
Fri Apr  3 19:41:51 2026,8773,9.0
Fri Apr  3 19:41:51 2026,8780,7.0
Fri Apr  3 19:41:51 2026,8787,7.0
Fri Apr  3 19:41:51 2026,8795,8.0
Fri Apr  3 19:41:51 2026,8802,7.0
Fri Apr  3 19:41:51 2026,8810,8.0
Fri Apr  3 19:41:52 2026,8818,8.0
Fri Apr  3 19:41:52 2026,8826,8.0
Fri Apr  3 19:41:52 2026,8834,8.0
Fri Apr  3 19:41:52 2026,8842,8.0
Fri Apr  3 19:41:52 2026,8850,8.0
Fri Apr  3 19:41:52 2026,8858,8.0
Fri Apr  3 19:41:52 2026,8865,7.0
Fri Apr  3 19:41:52 2026,8873,8.0
Fri Apr  3 19:41:52 2026,8880,7.0
Fri Apr  3 19:41:53 2026,8887,7.0
Fri Apr  3 19:41:53 2026,8894,7.0
Fri Apr  3 19:41:53 2026,8901,7.0
Fri Apr  3 19:41:53 2026,8910,9.0
Fri Apr  3 19:41:53 2026,8917,7.0
Fri Apr  3 19:41:53 2026,8925,8.0
Fri Apr  3 19:41:53 2026,8933,8.0
Fri Apr  3 19:41:53 2026,8940,7.0
Fri Apr  3 19:41:53 2026,8947,7.0
Fri Apr  3 19:41:54 2026,8954,7.0
Fri Apr  3 19:41:54 2026,8961,7.0
Fri Apr  3 19:41:54 2026,8968,7.0
Fri Apr  3 19:41:54 2026,8976,8.0
Fri Apr  3 19:41:54 2026,8984,8.0
Fri Apr  3 19:41:54 2026,8992,8.0
Fri Apr  3 19:41:54 2026,9000,8.0
Fri Apr  3 19:41:54 2026,9008,8.0
Fri Apr  3 19:41:54 2026,9016,8.0
Fri Apr  3 19:41:55 2026,9024,8.0
Fri Apr  3 19:41:55 2026,9032,8.0
Fri Apr  3 19:41:55 2026,9040,8.0
Fri Apr  3 19:41:55 2026,9048,8.0
Fri Apr  3 19:41:55 2026,9056,8.0
Fri Apr  3 19:41:55 2026,9064,8.0
Fri Apr  3 19:41:55 2026,9072,8.0
Fri Apr  3 19:41:55 2026,9080,8.0
Fri Apr  3 19:41:55 2026,9088,8.0
Fri Apr  3 19:41:56 2026,9096,8.0
Fri Apr  3 19:41:56 2026,9104,8.0
Fri Apr  3 19:41:56 2026,9112,8.0
Fri Apr  3 19:41:56 2026,9119,7.0
Fri Apr  3 19:41:56 2026,9126,7.0
Fri Apr  3 19:41:56 2026,9133,7.0
Fri Apr  3 19:41:56 2026,9140,7.0
Fri Apr  3 19:41:56 2026,9147,7.0
Fri Apr  3 19:41:56 2026,9155,8.0
Fri Apr  3 19:41:57 2026,9164,9.0
Fri Apr  3 19:41:57 2026,9170,6.0
Fri Apr  3 19:41:57 2026,9178,8.0
Fri Apr  3 19:41:57 2026,9187,9.0
Fri Apr  3 19:41:57 2026,9195,8.0
Fri Apr  3 19:41:57 2026,9202,7.0
Fri Apr  3 19:41:57 2026,9209,7.0
Fri Apr  3 19:41:57 2026,9217,8.0
Fri Apr  3 19:41:57 2026,9226,9.0
Fri Apr  3 19:41:58 2026,9235,9.0
Fri Apr  3 19:41:58 2026,9244,9.0
Fri Apr  3 19:41:58 2026,9253,9.0
Fri Apr  3 19:41:58 2026,9262,9.0
Fri Apr  3 19:41:58 2026,9271,9.0
Fri Apr  3 19:41:58 2026,9279,8.0
Fri Apr  3 19:41:58 2026,9287,8.0
Fri Apr  3 19:41:58 2026,9296,9.0
Fri Apr  3 19:41:58 2026,9305,9.0
Fri Apr  3 19:41:59 2026,9314,9.0
Fri Apr  3 19:41:59 2026,9323,9.0
Fri Apr  3 19:41:59 2026,9330,7.0
Fri Apr  3 19:41:59 2026,9338,8.0
Fri Apr  3 19:41:59 2026,9345,7.0
Fri Apr  3 19:41:59 2026,9352,7.0
Fri Apr  3 19:41:59 2026,9359,7.0
Fri Apr  3 19:41:59 2026,9366,7.0
Fri Apr  3 19:41:59 2026,9373,7.0
Fri Apr  3 19:42:00 2026,9381,8.0
Fri Apr  3 19:42:00 2026,9389,8.0
Fri Apr  3 19:42:00 2026,9397,8.0
Fri Apr  3 19:42:00 2026,9405,8.0
Fri Apr  3 19:42:00 2026,9413,8.0
Fri Apr  3 19:42:00 2026,9421,8.0
Fri Apr  3 19:42:00 2026,9429,8.0
Fri Apr  3 19:42:00 2026,9436,7.0
Fri Apr  3 19:42:00 2026,9443,7.0
Fri Apr  3 19:42:01 2026,9450,7.0
Fri Apr  3 19:42:01 2026,9457,7.0
Fri Apr  3 19:42:01 2026,9464,7.0
Fri Apr  3 19:42:01 2026,9471,7.0
Fri Apr  3 19:42:01 2026,9478,7.0
Fri Apr  3 19:42:01 2026,9485,7.0
Fri Apr  3 19:42:01 2026,9492,7.0
Fri Apr  3 19:42:01 2026,9498,6.0
Fri Apr  3 19:42:01 2026,9505,7.0
Fri Apr  3 19:42:02 2026,9511,6.0
Fri Apr  3 19:42:02 2026,9518,7.0
Fri Apr  3 19:42:02 2026,9524,6.0
Fri Apr  3 19:42:02 2026,9530,6.0
Fri Apr  3 19:42:02 2026,9538,8.0
Fri Apr  3 19:42:02 2026,9546,8.0
Fri Apr  3 19:42:02 2026,9553,7.0
Fri Apr  3 19:42:02 2026,9560,7.0
Fri Apr  3 19:42:02 2026,9567,7.0
Fri Apr  3 19:42:03 2026,9574,7.0
Fri Apr  3 19:42:03 2026,9580,6.0
Fri Apr  3 19:42:03 2026,9587,7.0
Fri Apr  3 19:42:03 2026,9595,8.0
Fri Apr  3 19:42:03 2026,9603,8.0
Fri Apr  3 19:42:03 2026,9611,8.0
Fri Apr  3 19:42:03 2026,9618,7.0
Fri Apr  3 19:42:03 2026,9625,7.0
Fri Apr  3 19:42:03 2026,9631,6.0
Fri Apr  3 19:42:04 2026,9637,6.0
Fri Apr  3 19:42:04 2026,9644,7.0
Fri Apr  3 19:42:04 2026,9651,7.0
Fri Apr  3 19:42:04 2026,9658,7.0
Fri Apr  3 19:42:04 2026,9663,5.0
Fri Apr  3 19:42:04 2026,9669,6.0
Fri Apr  3 19:42:04 2026,9676,7.0
Fri Apr  3 19:42:04 2026,9682,6.0
Fri Apr  3 19:42:04 2026,9689,7.0
Fri Apr  3 19:42:05 2026,9697,8.0
Fri Apr  3 19:42:05 2026,9704,7.0
Fri Apr  3 19:42:05 2026,9712,8.0
Fri Apr  3 19:42:05 2026,9720,8.0
Fri Apr  3 19:42:05 2026,9728,8.0
Fri Apr  3 19:42:05 2026,9736,8.0
Fri Apr  3 19:42:05 2026,9744,8.0
Fri Apr  3 19:42:05 2026,9752,8.0
Fri Apr  3 19:42:05 2026,9761,9.0
Fri Apr  3 19:42:06 2026,9770,9.0
Fri Apr  3 19:42:06 2026,9779,9.0
Fri Apr  3 19:42:06 2026,9787,8.0
Fri Apr  3 19:42:06 2026,9795,8.0
Fri Apr  3 19:42:06 2026,9803,8.0
Fri Apr  3 19:42:06 2026,9811,8.0
Fri Apr  3 19:42:06 2026,9819,8.0
Fri Apr  3 19:42:06 2026,9827,8.0
Fri Apr  3 19:42:06 2026,9835,8.0
Fri Apr  3 19:42:07 2026,9842,7.0
Fri Apr  3 19:42:07 2026,9848,6.0
Fri Apr  3 19:42:07 2026,9855,7.0
Fri Apr  3 19:42:07 2026,9862,7.0
Fri Apr  3 19:42:07 2026,9869,7.0
Fri Apr  3 19:42:07 2026,9876,7.0
Fri Apr  3 19:42:07 2026,9883,7.0
Fri Apr  3 19:42:07 2026,9890,7.0
Fri Apr  3 19:42:07 2026,9897,7.0
Fri Apr  3 19:42:08 2026,9904,7.0
Fri Apr  3 19:42:08 2026,9911,7.0
Fri Apr  3 19:42:08 2026,9918,7.0
Fri Apr  3 19:42:08 2026,9925,7.0
Fri Apr  3 19:42:08 2026,9932,7.0
Fri Apr  3 19:42:08 2026,9939,7.0
Fri Apr  3 19:42:08 2026,9946,7.0
Fri Apr  3 19:42:08 2026,9953,7.0
Fri Apr  3 19:42:08 2026,9960,7.0
Fri Apr  3 19:42:09 2026,9967,7.0
Fri Apr  3 19:42:09 2026,9973,6.0
Fri Apr  3 19:42:09 2026,9981,8.0
Fri Apr  3 19:42:09 2026,9988,7.0
Fri Apr  3 19:42:09 2026,9996,8.0
Fri Apr  3 19:42:09 2026,10003,7.0
Fri Apr  3 19:42:09 2026,10010,7.0
Fri Apr  3 19:42:09 2026,10017,7.0
Fri Apr  3 19:42:09 2026,10024,7.0
Fri Apr  3 19:42:10 2026,10031,7.0
Fri Apr  3 19:42:10 2026,10039,8.0
Fri Apr  3 19:42:10 2026,10047,8.0
Fri Apr  3 19:42:10 2026,10055,8.0
Fri Apr  3 19:42:10 2026,10062,7.0
Fri Apr  3 19:42:10 2026,10069,7.0
Fri Apr  3 19:42:10 2026,10076,7.0
Fri Apr  3 19:42:10 2026,10084,8.0
Fri Apr  3 19:42:10 2026,10091,7.0
Fri Apr  3 19:42:11 2026,10098,7.0
Fri Apr  3 19:42:11 2026,10105,7.0
Fri Apr  3 19:42:11 2026,10111,6.0
Fri Apr  3 19:42:11 2026,10117,6.0
Fri Apr  3 19:42:11 2026,10123,6.0
Fri Apr  3 19:42:11 2026,10129,6.0
Fri Apr  3 19:42:11 2026,10135,6.0
Fri Apr  3 19:42:11 2026,10141,6.0
Fri Apr  3 19:42:11 2026,10147,6.0
Fri Apr  3 19:42:12 2026,10153,6.0
Fri Apr  3 19:42:12 2026,10159,6.0
Fri Apr  3 19:42:12 2026,10165,6.0
Fri Apr  3 19:42:12 2026,10171,6.0
Fri Apr  3 19:42:12 2026,10178,7.0
Fri Apr  3 19:42:12 2026,10185,7.0
Fri Apr  3 19:42:12 2026,10191,6.0
Fri Apr  3 19:42:12 2026,10198,7.0
Fri Apr  3 19:42:12 2026,10206,8.0
Fri Apr  3 19:42:13 2026,10213,7.0
Fri Apr  3 19:42:13 2026,10219,6.0
Fri Apr  3 19:42:13 2026,10226,7.0
Fri Apr  3 19:42:13 2026,10232,6.0
Fri Apr  3 19:42:13 2026,10238,6.0
Fri Apr  3 19:42:13 2026,10244,6.0
Fri Apr  3 19:42:13 2026,10250,6.0
Fri Apr  3 19:42:13 2026,10256,6.0
Fri Apr  3 19:42:13 2026,10262,6.0
Fri Apr  3 19:42:14 2026,10268,6.0
Fri Apr  3 19:42:14 2026,10275,7.0
Fri Apr  3 19:42:14 2026,10281,6.0
Fri Apr  3 19:42:14 2026,10288,7.0
Fri Apr  3 19:42:14 2026,10295,7.0
Fri Apr  3 19:42:14 2026,10302,7.0
Fri Apr  3 19:42:14 2026,10309,7.0
Fri Apr  3 19:42:14 2026,10315,6.0
Fri Apr  3 19:42:14 2026,10321,6.0
Fri Apr  3 19:42:15 2026,10327,6.0
Fri Apr  3 19:42:15 2026,10333,6.0
Fri Apr  3 19:42:15 2026,10340,7.0
Fri Apr  3 19:42:15 2026,10346,6.0
Fri Apr  3 19:42:15 2026,10353,7.0
Fri Apr  3 19:42:15 2026,10359,6.0
Fri Apr  3 19:42:15 2026,10365,6.0
Fri Apr  3 19:42:15 2026,10370,5.0
Fri Apr  3 19:42:15 2026,10375,5.0
Fri Apr  3 19:42:16 2026,10380,5.0
Fri Apr  3 19:42:16 2026,10385,5.0
Fri Apr  3 19:42:16 2026,10391,6.0
Fri Apr  3 19:42:16 2026,10396,5.0
Fri Apr  3 19:42:16 2026,10401,5.0
Fri Apr  3 19:42:16 2026,10407,6.0
Fri Apr  3 19:42:16 2026,10413,6.0
Fri Apr  3 19:42:16 2026,10419,6.0
Fri Apr  3 19:42:16 2026,10425,6.0
Fri Apr  3 19:42:17 2026,10430,5.0
Fri Apr  3 19:42:17 2026,10435,5.0
Fri Apr  3 19:42:17 2026,10440,5.0
Fri Apr  3 19:42:17 2026,10445,5.0
Fri Apr  3 19:42:17 2026,10450,5.0
Fri Apr  3 19:42:17 2026,10455,5.0
Fri Apr  3 19:42:17 2026,10460,5.0
Fri Apr  3 19:42:17 2026,10465,5.0
Fri Apr  3 19:42:17 2026,10471,6.0
Fri Apr  3 19:42:18 2026,10476,5.0
Fri Apr  3 19:42:18 2026,10480,4.0
